seed,vehicle_count,ttl_seconds,interactions,cache_hits,cache_misses,cache_hit_rate,v2i_queries,v2i_queries_avoided,query_failures,accepted,rejected,anomaly_escalations,stale_trust_acceptances,stale_acceptance_rate,authorization_latency_mean_ms,authorization_latency_p95_ms,messages_total,bytes_total,cache_entries_final,cache_entries_peak,messages_per_interaction,bytes_per_interaction,queries_per_interaction
1006,20,0.0,240,0,240,0.0,240,0,0,222,18,3,0,0.0,17.155384475440833,24.242562936524603,486,342144,60,60,2.025,1425.6,1.0
1006,20,1.0,240,13,227,0.05416666666666667,227,13,0,224,16,5,0,0.0,16.149662851658952,24.20210668832583,460,323840,59,59,1.9166666666666667,1349.3333333333333,0.9458333333333333
1006,20,2.0,240,28,212,0.11666666666666667,212,28,0,221,19,7,0,0.0,15.151613624166268,24.20210668832583,430,302720,58,58,1.7916666666666667,1261.3333333333333,0.8833333333333333
1006,20,5.0,240,54,186,0.225,186,54,0,222,18,6,0,0.0,13.245731443710719,23.993639128431177,377,264960,60,60,1.5708333333333333,1104.0,0.775
1006,20,10.0,240,88,152,0.36666666666666664,152,88,0,224,16,6,0,0.0,10.804361177370037,23.123599853037643,307,214784,59,59,1.2791666666666666,894.9333333333333,0.6333333333333333
1006,20,30.0,240,147,93,0.6125,93,147,0,222,18,2,1,0.004166666666666667,6.704751861532307,22.151877439273626,189,131712,59,59,0.7875,548.8,0.3875
1006,40,0.0,480,0,480,0.0,480,0,0,456,24,7,0,0.0,16.963903206507677,24.188122033669046,971,683136,119,119,2.0229166666666667,1423.2,1.0
1006,40,1.0,480,19,461,0.03958333333333333,461,19,0,442,38,12,0,0.0,16.21207919243867,24.05790301136292,933,656384,118,118,1.94375,1367.4666666666667,0.9604166666666667
1006,40,2.0,480,38,442,0.07916666666666666,442,38,0,447,33,9,0,0.0,15.519469903870323,24.037228390452547,895,629632,118,118,1.8645833333333333,1311.7333333333333,0.9208333333333333
1006,40,5.0,480,72,408,0.15,408,72,0,451,29,8,0,0.0,14.374969482541768,23.992799696648955,826,580608,116,116,1.7208333333333334,1209.6,0.85
1006,40,10.0,480,105,375,0.21875,375,105,0,445,35,12,0,0.0,13.240900582499478,23.941876296753147,759,533888,118,118,1.58125,1112.2666666666667,0.78125
1006,40,30.0,480,227,253,0.47291666666666665,253,227,0,455,25,13,2,0.004166666666666667,9.14154276906618,23.024106798358797,512,360448,116,116,1.0666666666666667,750.9333333333333,0.5270833333333333
1006,60,0.0,720,0,720,0.0,720,0,0,669,51,16,0,0.0,17.078490956658253,24.367589212068093,1460,1026048,177,177,2.0277777777777777,1425.0666666666666,1.0
1006,60,1.0,720,10,710,0.013888888888888888,710,10,0,672,48,11,0,0.0,16.837648636802122,24.367589212068093,1440,1011968,179,179,2.0,1405.5111111111112,0.9861111111111112
1006,60,2.0,720,32,688,0.044444444444444446,688,32,0,670,50,16,0,0.0,16.322919663211845,24.325955860589232,1394,979584,175,175,1.9361111111111111,1360.5333333333333,0.9555555555555556
1006,60,5.0,720,78,642,0.10833333333333334,642,78,0,677,43,10,0,0.0,15.260792073836463,24.202106688325827,1301,913664,178,178,1.8069444444444445,1268.9777777777779,0.8916666666666667
1006,60,10.0,720,118,602,0.1638888888888889,602,118,0,670,50,14,1,0.001388888888888889,14.317436549693515,24.14803345865515,1221,857344,178,178,1.6958333333333333,1190.7555555555555,0.8361111111111111
1006,60,30.0,720,278,442,0.3861111111111111,442,278,0,677,43,11,1,0.001388888888888889,10.429646602577405,23.11034432069352,895,629632,175,175,1.2430555555555556,874.4888888888889,0.6138888888888889
1006,80,0.0,960,0,960,0.0,960,0,0,881,79,20,0,0.0,17.01537070526729,24.42334891234701,1948,1369600,238,238,2.029166666666667,1426.6666666666667,1.0
1006,80,1.0,960,15,945,0.015625,945,15,0,896,64,16,0,0.0,16.79148406797108,24.42334891234701,1918,1348480,236,236,1.9979166666666666,1404.6666666666667,0.984375
1006,80,2.0,960,30,930,0.03125,930,30,0,893,67,21,0,0.0,16.55943812368768,24.42334891234701,1888,1327360,232,232,1.9666666666666666,1382.6666666666667,0.96875
1006,80,5.0,960,59,901,0.06145833333333333,901,59,0,896,64,13,0,0.0,16.01165617616522,24.366012788041758,1828,1284224,234,234,1.9041666666666666,1337.7333333333333,0.9385416666666667
1006,80,10.0,960,140,820,0.14583333333333334,820,140,0,909,51,21,0,0.0,14.58088004884578,24.242562936524603,1663,1168512,230,230,1.7322916666666666,1217.2,0.8541666666666666
1006,80,30.0,960,312,648,0.325,648,312,0,896,64,15,1,0.0010416666666666667,11.61765254884463,23.74908813955905,1313,922112,235,235,1.3677083333333333,960.5333333333333,0.675
1006,100,0.0,1200,0,1200,0.0,1200,0,0,1114,86,24,0,0.0,17.061432838353188,24.391900931746946,2441,1717120,295,295,2.0341666666666667,1430.9333333333334,1.0
1006,100,1.0,1200,13,1187,0.010833333333333334,1187,13,0,1112,88,25,0,0.0,16.884219311585227,24.391900931746946,2415,1698816,296,296,2.0125,1415.68,0.9891666666666666
1006,100,2.0,1200,29,1171,0.024166666666666666,1171,29,0,1107,93,27,0,0.0,16.67509663791026,24.366012788041758,2383,1676288,294,294,1.9858333333333333,1396.9066666666668,0.9758333333333333
1006,100,5.0,1200,67,1133,0.05583333333333333,1133,67,0,1132,68,23,0,0.0,16.13111442971466,24.325955860589232,2306,1622528,295,295,1.9216666666666666,1352.1066666666666,0.9441666666666667
1006,100,10.0,1200,149,1051,0.12416666666666666,1051,149,0,1110,90,20,1,0.0008333333333333334,15.025882725024452,24.3237249022485,2139,1504512,294,294,1.7825,1253.76,0.8758333333333334
1006,100,30.0,1200,326,874,0.27166666666666667,874,326,0,1110,90,33,3,0.0025,12.453773300592394,23.775770807426248,1773,1245952,296,296,1.4775,1038.2933333333333,0.7283333333333334
1007,20,0.0,240,0,240,0.0,240,0,0,225,15,6,0,0.0,16.77556845262063,23.47642695528558,490,344960,59,59,2.0416666666666665,1437.3333333333333,1.0
1007,20,1.0,240,17,223,0.07083333333333333,223,17,0,228,12,4,0,0.0,15.59182964448068,23.476426955282204,455,320768,60,60,1.8958333333333333,1336.5333333333333,0.9291666666666667
1007,20,2.0,240,28,212,0.11666666666666667,212,28,0,224,16,8,0,0.0,14.836363931786764,23.476426955282204,432,304128,60,60,1.8,1267.2,0.8833333333333333
1007,20,5.0,240,54,186,0.225,186,54,0,223,17,6,0,0.0,13.085755779782092,23.083394991767562,377,264960,60,60,1.5708333333333333,1104.0,0.775
1007,20,10.0,240,83,157,0.3458333333333333,157,83,0,221,19,7,0,0.0,10.986665113950336,22.366612980416,317,222720,58,58,1.3208333333333333,928.0,0.6541666666666667
1007,20,30.0,240,143,97,0.5958333333333333,97,143,0,230,10,5,5,0.020833333333333332,6.821162904014301,21.550344563726217,196,137984,57,57,0.8166666666666667,574.9333333333333,0.4041666666666667
1007,40,0.0,480,0,480,0.0,480,0,0,452,28,9,0,0.0,16.90570219814704,23.070877154914978,973,683648,118,118,2.027083333333333,1424.2666666666667,1.0
1007,40,1.0,480,14,466,0.029166666666666667,466,14,0,452,28,8,0,0.0,16.390354837594067,23.021306522923265,945,663936,120,120,1.96875,1383.2,0.9708333333333333
1007,40,2.0,480,21,459,0.04375,459,21,0,449,31,9,0,0.0,16.144307064726938,23.011958001174193,931,654080,118,118,1.9395833333333334,1362.6666666666667,0.95625
1007,40,5.0,480,78,402,0.1625,402,78,0,447,33,9,0,0.0,14.253724262162631,22.95122621429932,815,573312,118,118,1.6979166666666667,1194.4,0.8375
1007,40,10.0,480,115,365,0.23958333333333334,365,115,0,445,35,12,0,0.0,12.917658368025561,22.805704808818913,740,520960,120,120,1.5416666666666667,1085.3333333333333,0.7604166666666666
1007,40,30.0,480,219,261,0.45625,261,219,0,463,17,5,4,0.008333333333333333,9.270644517506742,22.325539459400368,532,374528,117,117,1.1083333333333334,780.2666666666667,0.54375
1007,60,0.0,720,0,720,0.0,720,0,1,678,42,18,0,0.0,17.06429650398001,23.446990097110998,1467,1031424,177,177,2.0375,1432.5333333333333,1.0
1007,60,1.0,720,19,701,0.02638888888888889,701,19,1,665,55,19,0,0.0,16.592890264409125,23.426374512649595,1429,1004672,179,179,1.9847222222222223,1395.3777777777777,0.9736111111111111
1007,60,2.0,720,29,691,0.04027777777777778,691,29,1,660,60,15,0,0.0,16.365100754504866,23.426374512649595,1407,989184,175,175,1.9541666666666666,1373.8666666666666,0.9597222222222223
1007,60,5.0,720,72,648,0.1,648,72,1,675,45,16,0,0.0,15.339928153768284,23.07630791229585,1319,928128,174,174,1.8319444444444444,1289.0666666666666,0.9
1007,60,10.0,720,121,599,0.16805555555555557,599,121,1,676,44,13,0,0.0,14.17143458279192,22.954317368717625,1219,858624,177,177,1.6930555555555555,1192.5333333333333,0.8319444444444445
1007,60,30.0,720,262,458,0.3638888888888889,458,262,0,680,40,9,1,0.001388888888888889,10.822669621439477,22.402606638888045,929,652672,175,175,1.2902777777777779,906.4888888888889,0.6361111111111111
1007,80,0.0,960,0,960,0.0,960,0,1,884,76,20,0,0.0,17.10769164672005,23.711208261855173,1956,1375232,234,234,2.0375,1432.5333333333333,1.0
1007,80,1.0,960,19,941,0.019791666666666666,941,19,1,891,69,21,0,0.0,16.790779497241548,23.6980533770776,1918,1348480,234,234,1.9979166666666666,1404.6666666666667,0.9802083333333333
1007,80,2.0,960,35,925,0.036458333333333336,925,35,1,890,70,13,0,0.0,16.497843276711208,23.68194269553354,1884,1324544,236,236,1.9625,1379.7333333333333,0.9635416666666666
1007,80,5.0,960,60,900,0.0625,900,60,1,895,65,18,0,0.0,16.016865015897178,23.590016179915093,1833,1289088,235,235,1.909375,1342.8,0.9375
1007,80,10.0,960,142,818,0.14791666666666667,818,142,1,899,61,19,0,0.0,14.569340511643043,23.38134681359065,1668,1172480,235,235,1.7375,1221.3333333333333,0.8520833333333333
1007,80,30.0,960,294,666,0.30625,666,294,1,892,68,18,0,0.0,11.884472793920855,22.86776055687767,1355,953472,236,236,1.4114583333333333,993.2,0.69375
1007,100,0.0,1200,0,1200,0.0,1200,0,1,1124,76,23,0,0.0,17.05488842250007,23.696424229622238,2445,1719040,297,297,2.0375,1432.5333333333333,1.0
1007,100,1.0,1200,10,1190,0.008333333333333333,1190,10,1,1115,85,27,0,0.0,16.91015895741575,23.696424229622238,2425,1704960,295,295,2.0208333333333335,1420.8,0.9916666666666667
1007,100,2.0,1200,28,1172,0.023333333333333334,1172,28,1,1123,77,22,0,0.0,16.651111805452434,23.68194269553354,2389,1679616,294,294,1.9908333333333332,1399.68,0.9766666666666667
1007,100,5.0,1200,76,1124,0.06333333333333334,1124,76,1,1123,77,25,0,0.0,16.022906279105527,23.68194269553354,2291,1610624,290,290,1.9091666666666667,1342.1866666666667,0.9366666666666666
1007,100,10.0,1200,128,1072,0.10666666666666667,1072,128,1,1117,83,35,0,0.0,15.301268657682932,23.581690236613895,2183,1534592,294,294,1.8191666666666666,1278.8266666666666,0.8933333333333333
1007,100,30.0,1200,324,876,0.27,876,324,1,1123,77,19,3,0.0025,12.52973823105758,23.023629674192843,1785,1255296,299,299,1.4875,1046.08,0.73
1008,20,0.0,240,0,240,0.0,240,0,0,219,21,8,0,0.0,16.936379097024524,23.949200607265908,487,344192,58,58,2.029166666666667,1434.1333333333334,1.0
1008,20,1.0,240,21,219,0.0875,219,21,0,228,12,5,0,0.0,15.430119756532118,23.246261873942537,444,314368,60,60,1.85,1309.8666666666666,0.9125
1008,20,2.0,240,37,203,0.15416666666666667,203,37,0,226,14,2,0,0.0,14.346352930940908,23.246261873942537,411,290688,59,59,1.7125,1211.2,0.8458333333333333
1008,20,5.0,240,53,187,0.22083333333333333,187,53,0,223,17,3,1,0.004166666666666667,13.209863616623402,23.152137393441105,379,268160,60,60,1.5791666666666666,1117.3333333333333,0.7791666666666667
1008,20,10.0,240,82,158,0.3416666666666667,158,82,0,225,15,3,1,0.004166666666666667,11.319672904952363,23.152137393441105,320,227072,60,60,1.3333333333333333,946.1333333333333,0.6583333333333333
1008,20,30.0,240,148,92,0.6166666666666667,92,148,0,228,12,8,9,0.0375,6.886532591906259,22.33879634502571,187,132992,59,59,0.7791666666666667,554.1333333333333,0.38333333333333336
1008,40,0.0,480,0,480,0.0,480,0,0,450,30,10,0,0.0,16.54157975865974,23.949200607265904,975,687744,117,117,2.03125,1432.8,1.0
1008,40,1.0,480,18,462,0.0375,462,18,0,439,41,13,0,0.0,15.993541465803112,23.949200607265904,937,660992,118,118,1.9520833333333334,1377.0666666666666,0.9625
1008,40,2.0,480,28,452,0.058333333333333334,452,28,0,445,35,11,0,0.0,15.702552316060006,23.949200607265904,916,646656,117,117,1.9083333333333334,1347.2,0.9416666666666667
1008,40,5.0,480,58,422,0.12083333333333333,422,58,0,448,32,6,0,0.0,14.783471175671393,23.80758348927263,856,604416,120,120,1.7833333333333334,1259.2,0.8791666666666667
1008,40,10.0,480,116,364,0.24166666666666667,364,116,0,443,37,14,0,0.0,12.840659437378958,23.507716211901407,739,522496,116,116,1.5395833333333333,1088.5333333333333,0.7583333333333333
1008,40,30.0,480,215,265,0.4479166666666667,265,215,0,458,22,6,4,0.008333333333333333,9.484119260960542,22.522525204647078,538,380544,118,118,1.1208333333333333,792.8,0.5520833333333334
1008,60,0.0,720,0,720,0.0,720,0,0,672,48,16,0,0.0,16.561516859169522,24.122596710544286,1469,1035520,177,177,2.040277777777778,1438.2222222222222,1.0
1008,60,1.0,720,14,706,0.019444444444444445,706,14,0,665,55,15,0,0.0,16.248778922931105,24.122596710544286,1441,1015808,177,177,2.001388888888889,1410.8444444444444,0.9805555555555555
1008,60,2.0,720,33,687,0.04583333333333333,687,33,0,672,48,15,0,0.0,15.845421025857773,24.045159938877166,1401,986752,177,177,1.9458333333333333,1370.4888888888888,0.9541666666666667
1008,60,5.0,720,72,648,0.1,648,72,0,669,51,20,0,0.0,15.026453886849046,24.045159938877166,1323,931840,174,174,1.8375,1294.2222222222222,0.9
1008,60,10.0,720,127,593,0.1763888888888889,593,127,0,677,43,12,0,0.0,13.804837812461225,23.829644243263676,1210,853632,175,175,1.6805555555555556,1185.6,0.8236111111111111
1008,60,30.0,720,272,448,0.37777777777777777,448,272,0,667,53,13,2,0.002777777777777778,10.452604882366513,22.69777149826453,908,641024,176,176,1.261111111111111,890.3111111111111,0.6222222222222222
1008,80,0.0,960,0,960,0.0,960,0,0,899,61,17,0,0.0,16.73350799485934,24.23485559837175,1959,1381376,236,236,2.040625,1438.9333333333334,1.0
1008,80,1.0,960,13,947,0.013541666666666667,947,13,0,891,69,20,0,0.0,16.511223134642236,24.21499013141002,1932,1361920,232,232,2.0125,1418.6666666666667,0.9864583333333333
1008,80,2.0,960,38,922,0.03958333333333333,922,38,0,909,51,22,0,0.0,16.0482214765313,24.122596710544286,1882,1326720,235,235,1.9604166666666667,1382.0,0.9604166666666667
1008,80,5.0,960,73,887,0.07604166666666666,887,73,0,901,59,17,0,0.0,15.474184968195962,24.122596710544286,1809,1274880,235,235,1.884375,1328.0,0.9239583333333333
1008,80,10.0,960,136,824,0.14166666666666666,824,136,0,892,68,26,0,0.0,14.384206410907833,24.045159938877166,1681,1184768,236,236,1.7510416666666666,1234.1333333333334,0.8583333333333333
1008,80,30.0,960,302,658,0.3145833333333333,658,302,0,894,66,22,0,0.0,11.48442310383418,23.234174093043336,1343,945920,235,235,1.3989583333333333,985.3333333333334,0.6854166666666667
1008,100,0.0,1200,0,1200,0.0,1200,0,0,1109,91,24,0,0.0,16.783662816143142,24.265476176493188,2453,1729152,294,294,2.0441666666666665,1440.96,1.0
1008,100,1.0,1200,17,1183,0.014166666666666666,1183,17,0,1108,92,24,0,0.0,16.49496872317605,24.21499013141002,2415,1702400,298,298,2.0125,1418.6666666666667,0.9858333333333333
1008,100,2.0,1200,36,1164,0.03,1164,36,0,1119,81,22,0,0.0,16.212760445427882,24.134633645409306,2375,1674240,292,292,1.9791666666666667,1395.2,0.97
1008,100,5.0,1200,63,1137,0.0525,1137,63,0,1130,70,18,0,0.0,15.831433041362855,24.12654751063954,2321,1636224,292,292,1.9341666666666666,1363.52,0.9475
1008,100,10.0,1200,131,1069,0.10916666666666666,1069,131,0,1109,91,27,1,0.0008333333333333334,14.919390719702768,24.122390869803212,2184,1539328,298,298,1.82,1282.7733333333333,0.8908333333333334
1008,100,30.0,1200,315,885,0.2625,885,315,0,1126,74,20,0,0.0,12.402622186879018,23.492889231079282,1805,1272064,297,297,1.5041666666666667,1060.0533333333333,0.7375
1009,20,0.0,240,0,240,0.0,240,0,0,229,11,5,0,0.0,16.905418136456948,24.23639960828971,490,344960,59,59,2.0416666666666665,1437.3333333333333,1.0
1009,20,1.0,240,16,224,0.06666666666666667,224,16,0,226,14,4,0,0.0,15.8586431820307,24.23639960828971,456,321024,58,58,1.9,1337.6,0.9333333333333333
1009,20,2.0,240,25,215,0.10416666666666667,215,25,0,218,22,9,0,0.0,15.267548170838328,24.236399608288867,438,308352,60,60,1.825,1284.8,0.8958333333333334
1009,20,5.0,240,67,173,0.2791666666666667,173,67,0,230,10,4,2,0.008333333333333333,12.329583785635949,23.94205460366749,351,247552,57,57,1.4625,1031.4666666666667,0.7208333333333333
1009,20,10.0,240,95,145,0.3958333333333333,145,95,0,223,17,6,1,0.004166666666666667,10.46055058952267,22.97107701379665,295,208128,57,57,1.2291666666666667,867.2,0.6041666666666666
1009,20,30.0,240,140,100,0.5833333333333334,100,140,0,229,11,2,0,0.0,7.220633720222951,21.7836615198433,204,144512,59,59,0.85,602.1333333333333,0.4166666666666667
1009,40,0.0,480,0,480,0.0,480,0,0,457,23,7,0,0.0,16.933766813036257,24.527871119577682,979,690560,117,117,2.0395833333333333,1438.6666666666667,1.0
1009,40,1.0,480,13,467,0.027083333333333334,467,13,0,445,35,11,0,0.0,16.435809485731063,24.4483009853468,952,672000,118,118,1.9833333333333334,1400.0,0.9729166666666667
1009,40,2.0,480,26,454,0.05416666666666667,454,26,0,443,37,10,0,0.0,15.951010808224593,24.44448918001072,926,653696,119,119,1.9291666666666667,1361.8666666666666,0.9458333333333333
1009,40,5.0,480,67,413,0.13958333333333334,413,67,0,447,33,10,0,0.0,14.569912984244285,24.150378468303078,840,591360,119,119,1.75,1232.0,0.8604166666666667
1009,40,10.0,480,110,370,0.22916666666666666,370,110,0,450,30,8,0,0.0,13.102362493345517,23.80274331943496,753,529664,118,118,1.56875,1103.4666666666667,0.7708333333333334
1009,40,30.0,480,220,260,0.4583333333333333,260,220,0,441,39,7,2,0.004166666666666667,9.258351874426094,22.416384018156762,530,373120,120,120,1.1041666666666667,777.3333333333334,0.5416666666666666
1009,60,0.0,720,0,720,0.0,720,0,0,670,50,12,0,0.0,16.949177427714645,24.542877075148084,1467,1036800,176,176,2.0375,1440.0,1.0
1009,60,1.0,720,9,711,0.0125,711,9,0,685,35,13,0,0.0,16.735851601030422,24.527871119577682,1449,1024128,179,179,2.0125,1422.4,0.9875
1009,60,2.0,720,30,690,0.041666666666666664,690,30,0,686,34,9,0,0.0,16.183458223215943,24.44448918001072,1407,994560,177,177,1.9541666666666666,1381.3333333333333,0.9583333333333334
1009,60,5.0,720,67,653,0.09305555555555556,653,67,0,675,45,9,0,0.0,15.35551228771829,24.44448918001072,1330,939904,175,175,1.8472222222222223,1305.4222222222222,0.9069444444444444
1009,60,10.0,720,127,593,0.1763888888888889,593,127,0,668,52,13,1,0.001388888888888889,13.967840410349277,24.224564520184085,1209,854272,177,177,1.6791666666666667,1186.4888888888888,0.8236111111111111
1009,60,30.0,720,284,436,0.39444444444444443,436,284,0,676,44,17,1,0.001388888888888889,10.304259526213375,23.2113201995034,887,624896,173,173,1.2319444444444445,867.9111111111112,0.6055555555555555
1009,80,0.0,960,0,960,0.0,960,0,0,910,50,13,0,0.0,16.848716052170808,24.42290401513887,1961,1381888,236,236,2.042708333333333,1439.4666666666667,1.0
1009,80,1.0,960,23,937,0.023958333333333335,937,23,0,890,70,29,0,0.0,16.481179609416426,24.41123551987232,1912,1347840,236,236,1.9916666666666667,1404.0,0.9760416666666667
1009,80,2.0,960,24,936,0.025,936,24,0,898,62,21,0,0.0,16.474817770685274,24.41123551987232,1910,1346432,237,237,1.9895833333333333,1402.5333333333333,0.975
1009,80,5.0,960,75,885,0.078125,885,75,0,902,58,16,0,0.0,15.639155917476835,24.306535860816325,1805,1273856,236,236,1.8802083333333333,1326.9333333333334,0.921875
1009,80,10.0,960,123,837,0.128125,837,123,0,904,56,16,0,0.0,14.764515119166273,24.22322294558925,1705,1202560,236,236,1.7760416666666667,1252.6666666666667,0.871875
1009,80,30.0,960,290,670,0.3020833333333333,670,290,0,883,77,25,1,0.0010416666666666667,11.886116785441724,23.504276506425008,1366,965248,235,235,1.4229166666666666,1005.4666666666667,0.6979166666666666
1009,100,0.0,1200,0,1200,0.0,1200,0,0,1113,87,28,0,0.0,16.8120213621359,24.339902121099044,2447,1725824,292,292,2.0391666666666666,1438.1866666666667,1.0
1009,100,1.0,1200,13,1187,0.010833333333333334,1187,13,0,1121,79,22,0,0.0,16.648730924430712,24.339902121099044,2421,1707520,294,294,2.0175,1422.9333333333334,0.9891666666666666
1009,100,2.0,1200,30,1170,0.025,1170,30,0,1125,75,25,0,0.0,16.418666160149932,24.328099163543015,2387,1683584,298,298,1.9891666666666667,1402.9866666666667,0.975
1009,100,5.0,1200,73,1127,0.060833333333333336,1127,73,0,1128,72,18,0,0.0,15.851169950757697,24.306535860816325,2298,1619584,294,294,1.915,1349.6533333333334,0.9391666666666667
1009,100,10.0,1200,137,1063,0.11416666666666667,1063,137,0,1123,77,21,0,0.0,14.954203570743458,24.14394751195954,2170,1529472,296,296,1.8083333333333333,1274.56,0.8858333333333334
1009,100,30.0,1200,325,875,0.2708333333333333,875,325,0,1131,69,22,3,0.0025,12.422687451837938,23.483570786623176,1783,1257472,293,293,1.4858333333333333,1047.8933333333334,0.7291666666666666
1010,20,0.0,240,0,240,0.0,240,0,0,227,13,4,0,0.0,16.90697964659824,24.722659412269273,488,340864,58,58,2.033333333333333,1420.2666666666667,1.0
1010,20,1.0,240,12,228,0.05,228,12,0,225,15,2,0,0.0,16.178161633638613,24.722659412269273,464,323968,60,60,1.9333333333333333,1349.8666666666666,0.95
1010,20,2.0,240,33,207,0.1375,207,33,0,223,17,5,0,0.0,14.857685367455993,24.722659412269273,421,294144,59,59,1.7541666666666667,1225.6,0.8625
1010,20,5.0,240,63,177,0.2625,177,63,0,228,12,4,0,0.0,12.66284425377415,24.65377927131094,361,251904,59,59,1.5041666666666667,1049.6,0.7375
1010,20,10.0,240,90,150,0.375,150,90,0,224,16,2,1,0.004166666666666667,10.840077894732222,23.792422568240465,305,212480,58,58,1.2708333333333333,885.3333333333334,0.625
1010,20,30.0,240,144,96,0.6,96,144,0,229,11,4,3,0.0125,7.0134199815580285,21.820758132178142,196,136192,57,57,0.8166666666666667,567.4666666666667,0.4
1010,40,0.0,480,0,480,0.0,480,0,0,447,33,9,0,0.0,16.738966298818834,24.53532820294839,978,684032,114,114,2.0375,1425.0666666666666,1.0
1010,40,1.0,480,19,461,0.03958333333333333,461,19,0,449,31,11,0,0.0,16.193034891701856,24.53532820294839,940,657280,119,119,1.9583333333333333,1369.3333333333333,0.9604166666666667
1010,40,2.0,480,26,454,0.05416666666666667,454,26,0,442,38,9,0,0.0,15.978976760902539,24.53532820294839,926,647424,118,118,1.9291666666666667,1348.8,0.9458333333333333
1010,40,5.0,480,70,410,0.14583333333333334,410,70,0,440,40,12,0,0.0,14.475528158979618,24.37444790859579,835,583808,116,116,1.7395833333333333,1216.2666666666667,0.8541666666666666
1010,40,10.0,480,112,368,0.23333333333333334,368,112,0,441,39,12,1,0.0020833333333333333,13.06283077821187,23.76945836143463,749,523264,115,115,1.5604166666666666,1090.1333333333334,0.7666666666666667
1010,40,30.0,480,221,259,0.46041666666666664,259,221,0,455,25,7,2,0.004166666666666667,9.211143084677424,22.379695340151248,527,367872,118,118,1.0979166666666667,766.4,0.5395833333333333
1010,60,0.0,720,0,720,0.0,720,0,0,673,47,14,0,0.0,16.874293807960537,24.630936909367573,1467,1026944,173,173,2.0375,1426.3111111111111,1.0
1010,60,1.0,720,19,701,0.02638888888888889,701,19,0,668,52,12,0,0.0,16.43422657201972,24.625647880680113,1428,999936,177,177,1.9833333333333334,1388.8,0.9736111111111111
1010,60,2.0,720,34,686,0.04722222222222222,686,34,0,666,54,14,0,0.0,16.03565084908054,24.37444790859579,1398,978816,176,176,1.9416666666666667,1359.4666666666667,0.9527777777777777
1010,60,5.0,720,69,651,0.09583333333333334,651,69,0,672,48,12,0,0.0,15.234394057411805,24.174689431437454,1326,927232,178,178,1.8416666666666666,1287.8222222222223,0.9041666666666667
1010,60,10.0,720,126,594,0.175,594,126,0,685,35,12,0,0.0,13.87382638393165,23.75238970120934,1212,846976,179,179,1.6833333333333333,1176.3555555555556,0.825
1010,60,30.0,720,261,459,0.3625,459,261,0,661,59,25,1,0.001388888888888889,10.848277065814447,23.232500471457477,936,654464,175,175,1.3,908.9777777777778,0.6375
1010,80,0.0,960,0,960,0.0,960,0,0,896,64,17,0,0.0,16.89913799965547,24.625647880707024,1957,1371008,236,236,2.0385416666666667,1428.1333333333334,1.0
1010,80,1.0,960,14,946,0.014583333333333334,946,14,0,890,70,21,0,0.0,16.673867274397367,24.625647880707024,1929,1351296,234,234,2.009375,1407.6,0.9854166666666667
1010,80,2.0,960,25,935,0.026041666666666668,935,25,0,889,71,22,0,0.0,16.45814210562015,24.60109155111141,1906,1334656,240,240,1.9854166666666666,1390.2666666666667,0.9739583333333334
1010,80,5.0,960,67,893,0.06979166666666667,893,67,0,903,57,22,0,0.0,15.73315252266185,24.53532820294839,1820,1275008,236,236,1.8958333333333333,1328.1333333333334,0.9302083333333333
1010,80,10.0,960,145,815,0.15104166666666666,815,145,0,889,71,19,0,0.0,14.341572425267794,23.734690234257894,1660,1162368,237,237,1.7291666666666667,1210.8,0.8489583333333334
1010,80,30.0,960,318,642,0.33125,642,318,0,901,59,21,3,0.003125,11.332627327710789,23.50252665943202,1308,914560,238,238,1.3625,952.6666666666666,0.66875
1010,100,0.0,1200,0,1200,0.0,1200,0,0,1119,81,22,0,0.0,16.921096661942965,24.82456799910233,2444,1714304,295,295,2.0366666666666666,1428.5866666666666,1.0
1010,100,1.0,1200,13,1187,0.010833333333333334,1187,13,0,1113,87,28,0,0.0,16.742112286264284,24.82456799910233,2418,1696000,296,296,2.015,1413.3333333333333,0.9891666666666666
1010,100,2.0,1200,27,1173,0.0225,1173,27,0,1128,72,27,0,0.0,16.544323752919322,24.722659412269273,2389,1675136,295,295,1.9908333333333332,1395.9466666666667,0.9775
1010,100,5.0,1200,74,1126,0.06166666666666667,1126,74,0,1108,92,28,0,0.0,15.876915273730265,24.611883009332303,2293,1608448,295,295,1.9108333333333334,1340.3733333333332,0.9383333333333334
1010,100,10.0,1200,140,1060,0.11666666666666667,1060,140,0,1122,78,28,0,0.0,14.949150275266911,24.382444803273977,2159,1514112,293,293,1.7991666666666666,1261.76,0.8833333333333333
1010,100,30.0,1200,333,867,0.2775,867,333,0,1124,76,17,0,0.0,12.2657220194801,23.531230930967517,1766,1236992,295,295,1.4716666666666667,1030.8266666666666,0.7225
