topology,requested_vehicle_count,ttl_seconds,seed,observed_vehicle_count,interactions,mean_active_vehicles,peak_active_vehicles,cache_hits,cache_misses,cache_hit_rate,v2i_queries,v2i_queries_avoided,query_failures,accepted,rejected,anomaly_escalations,stale_trust_acceptances,stale_acceptance_rate,authorization_latency_mean_ms,authorization_latency_p95_ms,messages_total,messages_per_interaction,bytes_total,bytes_per_interaction,cache_entries_final,cache_entries_peak
smoke,20,10.0,1005.5,20.0,1687.9,17.8,20.0,1435.8,252.1,0.8506430517595801,252.1,1435.8,0.0,1291.7,396.2,35.1,31.3,0.0185518580226396,2.711667959064226,18.542952754185432,514.3,0.3046972593469205,361036.8,213.89628381358452,72.5,72.5
smoke,20,30.0,1005.5,20.0,1687.9,17.8,20.0,1541.8,146.1,0.9134432219698236,146.1,1541.8,0.0,1332.3,355.6,34.0,71.0,0.04207474431415218,1.6954528405552611,15.939670228101685,298.4,0.176787084062831,209894.4,124.35218277700976,72.5,72.5
smoke,40,0.0,1005.5,40.0,3128.2,32.944210526315786,40.0,0.0,3128.2,0.0,3128.2,0.0,0.0,2321.9,806.3,64.7,0.0,0.0,16.89347404039689,24.16590042376265,6386.6,2.041622706097626,4495897.6,1437.2149186922445,116.6,116.6
smoke,40,1.0,1005.5,40.0,3128.2,32.944210526315786,40.0,1292.6,1835.6,0.4132084051997153,1835.6,1292.6,0.1,2322.6,805.6,68.2,4.6,0.00147039085431406,10.040435954232583,22.79326145762489,3743.1,1.1965645570094885,2635366.4,842.4525265874136,116.6,116.6
smoke,40,2.0,1005.5,40.0,3128.2,32.944210526315786,40.0,1805.3,1322.9,0.577095445443569,1322.9,1805.3,0.1,2328.6,799.6,66.9,8.6,0.00274912469960455,7.325506355098641,22.077959653587534,2704.1,0.8644520203872791,1905881.6,609.2754305132554,116.6,116.6
smoke,40,5.0,1005.5,40.0,3128.2,32.944210526315786,40.0,2360.7,767.5,0.7546452840852357,767.5,2360.7,0.0,2347.9,780.3,63.7,24.4,0.007799697166110541,4.351898496230409,20.409915009089172,1566.2,0.500683899786029,1101260.8,352.0516635742443,116.6,116.6
smoke,40,10.0,1005.5,40.0,3128.2,32.944210526315786,40.0,2640.3,487.9,0.8440256916259348,487.9,2640.3,0.0,2376.7,751.5,60.6,51.3,0.01639569559548846,2.8304066026398726,18.720142958093273,995.3,0.31818105829383914,699571.2,223.6418060549422,116.6,116.6
smoke,40,30.0,1005.5,40.0,3128.2,32.944210526315786,40.0,2866.1,262.1,0.9162120455370631,262.1,2866.1,0.0,2510.5,617.7,58.2,185.2,0.05918928101449346,1.6602819629055332,15.954068817198566,535.2,0.17109164531685678,376960.0,120.50564929316394,116.6,116.6
smoke,60,0.0,1005.5,60.0,4177.8,43.991578947368424,60.0,0.0,4177.8,0.0,4177.8,0.0,0.0,3296.6,881.2,83.0,0.0,0.0,16.910936250127936,24.153318184257323,8532.6,2.042377308833913,6007577.6,1437.9831412193937,178.8,178.8
smoke,60,1.0,1005.5,60.0,4177.8,43.991578947368424,60.0,1671.9,2505.9,0.40016932769291974,2505.9,1671.9,0.2,3301.6,876.2,84.1,4.9,0.00117159583411263,10.25462580176271,22.90907661993822,5112.3,1.2237224191627831,3599283.2,861.55132645511,178.8,178.8
smoke,60,2.0,1005.5,60.0,4177.8,43.991578947368424,60.0,2354.9,1822.9,0.5636392813108728,1822.9,2354.9,0.1,3308.4,869.4,80.8,10.9,0.0026082721375714603,7.544097622852176,22.1845127448076,3723.9,0.8914199034811418,2624000.0,628.1272690574634,178.8,178.8
smoke,60,5.0,1005.5,60.0,4177.8,43.991578947368424,60.0,3107.7,1070.1,0.7438382880038498,1070.1,3107.7,0.0,3322.3,855.5,85.2,29.4,0.00703322319317746,4.527947608772132,20.583786748987148,2183.9,0.5227832447428381,1536883.2,367.89983242137146,178.8,178.8
smoke,60,10.0,1005.5,60.0,4177.8,43.991578947368424,60.0,3493.0,684.8,0.8360734891664594,684.8,3493.0,0.0,3354.4,823.4,81.2,57.3,0.01370344242252838,2.9683632377968117,18.95321085782617,1397.7,0.3345806468916663,983398.4,235.40747729557316,178.8,178.8
smoke,60,30.0,1005.5,60.0,4177.8,43.991578947368424,60.0,3801.2,376.6,0.9098580269754535,376.6,3801.2,0.0,3492.0,685.8,83.2,195.8,0.04685887702992224,1.765876239302612,16.435185169399144,769.7,0.18423653572589171,541824.0,129.69251237629905,178.8,178.8
smoke,80,0.0,1005.5,80.0,4875.7,51.3378947368421,80.0,0.0,4875.7,0.0,4875.7,0.0,0.0,4048.6,827.1,97.2,0.0,0.0,16.911703928938863,24.163369278494113,9956.4,2.0420587360640665,7008499.2,1437.44349914972,241.1,241.1
smoke,80,1.0,1005.5,80.0,4875.7,51.3378947368421,80.0,1911.8,2963.9,0.3920880901725822,2963.9,1911.8,0.2,4049.4,826.3,101.5,4.6,0.0009426612377550001,10.389949733585953,22.970643629099566,6048.7,1.2406292555317524,4258956.8,873.5376418626223,241.1,241.1
smoke,80,2.0,1005.5,80.0,4875.7,51.3378947368421,80.0,2710.9,2164.8,0.5559681983258878,2164.8,2710.9,0.1,4060.3,815.4,93.0,10.0,0.00204926532751165,7.666712690573554,22.2167962278078,4421.5,0.9069114883393778,3114931.2,638.915508245906,241.1,241.1
smoke,80,5.0,1005.5,80.0,4875.7,51.3378947368421,80.0,3594.4,1281.3,0.7371913007811838,1281.3,3594.4,0.0,4073.3,802.4,96.6,25.5,0.005229441587184689,4.638520609829881,20.641686791781005,2614.2,0.5361976870648076,1839052.8,377.20729724498705,241.1,241.1
smoke,80,10.0,1005.5,80.0,4875.7,51.3378947368421,80.0,4041.4,834.3,0.8288702912070027,834.3,4041.4,0.0,4109.0,766.7,94.4,58.1,0.01190545957609409,3.0918029553979194,19.141149291752452,1703.3,0.3493760483026421,1199078.4,245.9543193243435,241.1,241.1
smoke,80,30.0,1005.5,80.0,4875.7,51.3378947368421,80.0,4413.2,462.5,0.9051365770648555,462.5,4413.2,0.0,4235.7,640.0,101.2,190.7,0.03908540936595441,1.8432698909451815,16.69606234514668,944.7,0.19377171751882916,665292.8,136.46244139735634,241.1,241.1
smoke,100,0.0,1005.5,100.0,5229.6,55.06315789473685,100.0,0.0,5229.6,0.0,5229.6,0.0,0.0,4485.7,743.9,102.0,0.0,0.0,16.913962006196893,24.161261371734604,10678.6,2.0419711431055694,7516480.0,1437.306873337458,300.8,300.8
smoke,100,1.0,1005.5,100.0,5229.6,55.06315789473685,100.0,2039.3,3190.3,0.3899157996661054,3190.3,2039.3,0.2,4481.7,747.9,112.7,3.8,0.00072637260558404,10.427872506418463,22.97985778612678,6509.8,1.2448835186042266,4583526.4,876.5163019961004,300.8,300.8
smoke,100,2.0,1005.5,100.0,5229.6,55.06315789473685,100.0,2890.2,2339.4,0.5526185854896571,2339.4,2890.2,0.1,4490.6,739.0,105.5,8.2,0.0015696917701951002,7.72561247373753,22.249527552758273,4778.5,0.913826161734914,3366348.8,643.7697005795528,300.8,300.8
smoke,100,5.0,1005.5,100.0,5229.6,55.06315789473685,100.0,3831.9,1397.7,0.7326995785650017,1397.7,3831.9,0.1,4503.3,726.3,107.5,22.5,0.00429802047718698,4.714290475753447,20.729294732141007,2851.9,0.5454020855159264,2006438.4,383.7151291963703,300.8,300.8
smoke,100,10.0,1005.5,100.0,5229.6,55.06315789473685,100.0,4314.2,915.4,0.8249482062390244,915.4,4314.2,0.0,4531.8,697.8,105.2,49.2,0.00939487253438559,3.157751044912185,19.208338764274448,1868.1,0.3572351918981678,1314918.4,251.45344023573566,300.8,300.8
smoke,100,30.0,1005.5,100.0,5229.6,55.06315789473685,100.0,4703.2,526.4,0.8993316282478581,526.4,4703.2,0.0,4639.1,590.5,105.7,157.9,0.03019831493374599,1.9377934060288813,16.99779352543064,1074.8,0.2055486177846519,756659.2,144.70795085728452,300.8,300.8
